task_order,stim_time,inter_stim_time,x_pos,y_pos,stim_event,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,vSAT_loop.thisRepN,vSAT_loop.thisTrialN,vSAT_loop.thisN,vSAT_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,experiment_SAT_text.started,experiment_SAT_text.stopped,experiment_vSAT_text.started,experiment_vSAT_text.stopped,experiment_instructions_rep.keys,experiment_instructions_rep.rt,experiment_instructions_rep.started,experiment_instructions_rep.stopped,inter_stim_text.started,inter_stim_text.stopped,vSAT_square.started,vSAT_square.stopped,delay_text.started,delay_text.stopped,response_cue_sound.started,response_cue_sound.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.started,mouse_resp.stopped,stimuli_background.started,stimuli_background.stopped,feedback_sound.started,feedback_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
SAT2,0.017,1,0,0,0,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,190.2929628000129,None,191.29663870000513,None,191.31744369998341,None,191.42156327998964,None,-0.3175926,0.34907407,0,0,0,0.006269120029173791,None,191.8633146000211,None,193.35171848000027,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,1,0,0,0,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,193.86300100001972,None,194.86532280000392,None,194.90002860000823,None,195.00420198001666,None,-0.3175926,0.34907407,0,0,0,0.0006727399886585772,None,195.45076069998322,None,196.93434718000935,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,2,0,0,0,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,197.44366679998348,None,199.44785330002196,None,199.46860049996758,None,199.5727345799678,None,-0.3175926,0.34907407,0,0,0,0.0006775400252081454,None,200.01269980001962,None,201.50293027999578,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,1,0,0,1,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,202.0134762999951,None,203.01654989999952,None,203.0512788000051,None,203.1554074800224,None,-0.3175926,0.34907407,0,0,0,0.001882839947938919,None,203.60059320001164,None,205.08556778001366,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,3,0,0,1,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,205.60380510002142,None,208.60573439998552,None,208.6612341,None,208.7654160800157,None,-0.3175926,0.34907407,0,0,0,0.0016256399685516953,None,209.21191939996788,None,210.69558857998345,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,3,0,0,1,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,211.21345069998642,None,214.21574780001538,None,214.23652480001329,None,214.34068278002087,None,-0.3175926,0.34907407,0,0,0,0.00024933996610343456,None,214.78159829997458,None,216.27089738001814,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,3,0,0,0,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,216.78277599997818,None,219.78418650000822,None,219.8396105999709,None,219.9437315799878,None,-0.3175926,0.34907407,0,0,0,0.0034730600309558213,None,220.3805333999917,None,221.87397077999776,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,1,0,0,1,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,222.38349169999128,None,223.38759019999998,None,223.40847989998292,None,223.51248997997027,None,-0.3175926,0.34907407,0,0,0,0.0008556399843655527,None,223.95246000000043,None,225.4427266800194,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,2,0,0,1,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,225.95332819997566,None,227.9561124999891,None,228.01161410001805,None,228.11586727999384,None,-0.3175926,0.34907407,0,0,0,0.0018864400335587561,None,228.56192349997582,None,230.04610997997224,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,3,0,0,1,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,230.56389079999644,None,233.5661403000122,None,233.6217014999711,None,233.7257900799741,None,-0.3175926,0.34907407,0,0,0,0.0020968400058336556,None,234.17132859997218,None,235.65595008002128,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,1,0,0,0,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,236.17393589997664,None,237.176571900025,None,237.2320519000059,None,237.33615867997287,None,-0.3175926,0.34907407,0,0,0,0.003148040035739541,None,237.78056859999197,None,239.26635468000313,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,3,0,0,0,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,239.78267699998105,None,242.7865595999756,None,242.821202000021,None,242.9254310799879,None,-0.3175926,0.34907407,0,0,0,0.0021133400150574744,None,243.37097180000274,None,244.85555907996604,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,1,0,0,1,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,245.3738013000111,None,246.3760947000119,None,246.39688120002393,None,246.50109597999835,None,-0.20833333,0.27962962,0,0,0,0.0060195199912413955,None,246.94270549999783,None,248.43122108001262,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.94205080001848,None,249.94488650001585,None,249.9656621000031,None,250.0698145799688,None,,,,,,,,,,,,,,,,,,
